source_id,provider,product,edition,reference_period,geography,variable,source_unit,exact_locator,url,access_date,license,sha256,local_file,notes
SRC_PSA_WATER_ACCOUNTS_2020,Philippine Statistics Authority,Water Accounts of the Philippines special release,Reference 2021-420,2010-2020; release 2021-10-08,Philippines,2020 abstraction 218.46 bcm; 98.1 percent average surface share and 1.9 percent groundwater share; sector shares; water stress 26.7 percent,billion m3/year; percent,"Release text and Tables 1.1-1.11, 3 and 4",https://psa.gov.ph/content/countrys-overall-water-use-efficiency-decreased-while-water-stress-remains-low-level,2026-08-04,Philippine government publication,,,Benchmark only. The abstraction boundary includes large non-consumptive hydropower and is not used as either installed ceiling.
SRC_PIDS_REGIONAL_WATER,Philippine Institute for Development Studies,Development Research News regional water-resource table,2011 issue,Historical regional planning estimates,Philippine water-resource regions,"Regional components of national groundwater potential including Cagayan Valley 2.825, Eastern Visayas 2.557 and Central Visayas 0.879",km3/year,Regional water-resource table in pidsdrn11-3.pdf,https://pidswebs.pids.gov.ph/CDN/PUBLICATIONS/pidsdrn11-3.pdf,2026-08-04,PIDS publication terms,,,Older planning cross-check only; not mapped to the eight non-geographic model coefficient classes.
SRC_PIDS_METRO_CEBU_GW,Philippine Institute for Development Studies,Metro Manila and Metro Cebu Groundwater Assessment,study landing page,Local study evidence,Metro Manila and Metro Cebu,Metro Manila recharge estimate about 206 million m3/year; Cebu recharge and saltwater-intrusion constraints,million m3/year; qualitative risk,Publication landing page and linked report,https://serp-p.pids.gov.ph/publication/public/view?slug=metro-manila-and-metro-cebu-groundwater-assessment,2026-08-04,PIDS publication terms,,,Local calibration lead showing why a national potential flow cannot initialize aquifer stocks or local limits.
SRC_MGB_REGIONAL_GW,"Mines and Geosciences Bureau, DENR",Regional Groundwater Availability feature layer,ArcGIS FeatureServer layer 0,Current service at access,Philippines,Categorical aquifer productivity and potential-recharge classes,categorical polygons,"FeatureServer/0 fields CODE, GenDesc, Category and DetailedDesc; EPSG 3857",https://controlmap.mgb.gov.ph/arcgis/rest/services/GeospatialDataInventory/GDI_Regional_Groundwater_Availability/FeatureServer/0,2026-08-04,Philippine government geospatial service,,,Spatial screening only. The layer does not provide aquifer stock or a national annual safe-yield right-hand side.
SRC_FAO_AQUASTAT_METHOD,Food and Agriculture Organization of the United Nations,AQUASTAT water-resources methodology,current at access,Water-resource accounting concepts,Global,"Renewable, exploitable and available water-resource distinctions",methodology,Water resources methodology overview,https://www.fao.org/aquastat/en/overview/methodology/water-resources/,2026-08-04,FAO publication terms,,,"Supports the boundary warning that renewable potential is not necessarily fully exploitable, dependable or environmentally available."
SRC_CLEWS_PHL_GEOSPATIAL,Philippines v15 retained evidence,Retained Philippines geospatial build outputs,frozen inside v15 on 2026-08-05,Inherited land-water coefficient build,Philippines,"National boundary, cluster map image and eight-row land-cover, precipitation, evapotranspiration and crop-water-deficit summaries",mixed spatial/model units,"evidence/inherited_base/build_snapshot/geospatial/ contains the national boundary, cluster image, and summary tables",,2026-08-04,Repository license,ce9182d9161f499565cdd49a2bf31743b9f6d5f0f1cc27ca746401491bce888f,evidence/inherited_base/build_snapshot/geospatial/summary_stats/PHL_Parameter_byCluster_summary.csv,Internal v15 evidence copy. Cell-level cluster membership geometry remains an explicit gap.
SRC_MUIO_FORMULATION,OSeMOSYS / MUIOGO,Local OSeMOSYS solver formulation,model.v.5.4,Model horizon 2020-2053,Generic formulation used by Philippines_v15,EBb4 annual commodity balance and UDC1/UDC2 user-defined constraint equations,algebraic formulation,snapshots/model.v.5.4.txt; EBb4_EnergyBalanceEachYear4 and UDC1_UserDefinedConstraintInequality,https://github.com/OSeMOSYS/MUIO,2026-08-04,Repository license,537d448b0252097065e47b84a72b1ec6dd008bb3bf6f84fce42ee377fc179736,snapshots/model.v.5.4.txt,Hash matches the formulation recorded in the national-water manifest.
SRC_PHL_V15_MANIFEST,MUIOGO Philippines v15 workflow,National water generation manifest,2026-08-04,2020-2053,Philippines,"Source hashes, classifications, full-precision annual climate factors, UCC series, exactness proof and limitations",mixed model units and status,snapshots/national_water_manifest.json,,2026-08-04,Repository license,782eec01b88284d3a3ff322e00248bf349181941b463b07c844f66fb576c5436,snapshots/national_water_manifest.json,Authoritative source-generation trace for the implemented v15 delta.
SRC_PHL_V15_VALIDATION,MUIOGO Philippines v15 workflow,National water validation report,2026-08-04,BASE_V15 versus BASE_V14,Philippines,"Identity, source fingerprints, generated matrix, solver status, objective, regression and closure checks",status; seconds; model units,snapshots/national_water_validation.json,,2026-08-04,Repository license,e5eae7ad63603b26fbef1f826142086c1aaf3c0dc3c54265beac0e91d71821ea,snapshots/national_water_validation.json,CBC was solved in the full live validation; the short-name migration independently rechecked the preserved LP and ledger.
SRC_PHL_V15_LEDGER,MUIOGO Philippines v15 workflow,Authoritative full-precision national water ledger,2026-08-04,2020-2053,Philippines,"Precipitation, modeled surface production, recharge, withdrawals, UDC caps, residuals and duals",km3/year unless stated,snapshots/national_water_ledger.json; annual array,,2026-08-04,Repository license,274aad558bbeeb7d0dfd7695c09cf18a3297799e3e382203991791bfe7bc0610,snapshots/national_water_ledger.json,Supersedes display-rounded or arbitrary ENV_WATER activity for publication.
SRC_PHL_V13_CALIBRATION_RECORD,Philippines v15 retained evidence,v13 calibration generation record,2026-07-27,2026-07-27,Philippines,"Technology definitions, 2020 observed activity bounds, final demands, capacity-to-activity factors, operational lives, residual-capacity profiles, costs and policy scenarios",model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/documentation/calibration_generation.json and MODEL_FIXES_2026-07-27.md,,2026-07-27,Repository terms,5e85ab92b7f5bda6453ee12b1ba96e0de784e71c019cc27104ce2829cd109b9b,evidence/stock_turnover/documentation/calibration_generation.json,Quality: Model source; mixed primary and inherited calibration evidence. Hashes of every copied source JSON are recorded in the generation manifest.
SRC_PHL_V13_BASE_CAPACITY_RECORD,Philippines v15 retained evidence,v13 BASE capacity extraction retained inside v14 generation record,2026-07-27,2026-07-27,Philippines,2020 total capacity by technology parsed from the optimal CBC results.txt; generated CSV retained as a rounded cross-check,model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/documentation/stock_turnover_generation.json keys validated_v13_baseline_capacity_source and stock_groups,,2026-07-27,Repository terms,a051b439890891a1d433a09ae4760f55fc497023762f3972b7b92cb7410225fb,evidence/stock_turnover/documentation/stock_turnover_generation.json,"Quality: Derived model result; solver status, result timestamp, case identity, full technology coverage and file hashes are checked by the generator. This transfers the capacity that served observed 2020 activity into ResidualCapacity; it does not transfer or retain the activity bound. Positive inherited effective stocks receive a separately documented one-part-per-million numerical headroom because the rounded CSV export was not sufficiently precise to reproduce the source model's exact time-slice balance."
SRC_PHL_V14_DOE_EPIRA_2020,Philippines Department of Energy,"38th Status Report on EPIRA Implementation, Table 26",2020-12-31,2020-12-31,Philippines,Installed generating capacity by fuel and renewable technology,model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-DOE-EPIRA-2020; 2020 power residual-capacity totals,https://legacy.doe.gov.ph/sites/default/files/pdf/electric_power/38th_epira_report_april-2021.pdf,2026-07-27,Philippines government publication,,,"Quality: Primary official administrative statistics. Table 26 reports 26,249.9 MW total; displayed component values sum to 26,250.0 MW because of rounding."
SRC_PHL_V14_LTO_AR_2020,Land Transportation Office,Annual Report Q4 2020: motor vehicles registered by type,2020-12-31,2020-12-31,Philippines,Registered stock and new registrations by vehicle type,model-native or publication-specific; see retained register and calculations,"evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-LTO-AR-2020; 2020 car, bus and motorcycle/tricycle stock; road-market turnover ceilings",https://lto.gov.ph/wp-content/uploads/2023/09/Annual-Report_q4-2020.pdf,2026-07-27,Philippines government publication,,,Quality: Primary official administrative statistics. The model's van and freight classes do not map one-to-one to LTO utility vehicle and truck categories.
SRC_PHL_V14_PSA_PSY_2020,Philippine Statistics Authority,"2020 Philippine Statistical Yearbook, Chapter 13",2020,2020,Philippines,Registered and newly registered motor vehicles by type,model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-PSA-PSY-2020; Independent official cross-check of LTO totals and new registrations,https://psa.gov.ph/system/files/psy/2020%20PSY_final.pdf?vcode=97,2026-07-27,Philippines government publication,,,"Quality: Primary official statistical compilation using LTO data. The yearbook reports 11,851,192 registered vehicles and 2,289,489 newly registered vehicles in 2020."
SRC_PHL_V14_NTRC_LTO_2020,National Tax Research Center,"Philippine Public Finance 2020, registered vehicles by type",2020,2020,Philippines,"Cars, utility vehicles, trucks, buses, motorcycles/tricycles and trailers",model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-NTRC-LTO-2020; Readable official mirror and cross-check of the LTO stock table,https://www.ntrc.gov.ph/images/Publications/2020-Philippine-Public-Finance.pdf,2026-07-27,Philippines government publication,,,"Quality: Government publication citing LTO. Used as a cross-check, not as a replacement for the LTO source."
SRC_PHL_V14_PSA_CPH_2020,Philippine Statistics Authority,"Household Characteristics, 2020 Census of Population and Housing",2020,2020,Philippines,Primary household cooking fuel shares,model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-PSA-CPH-2020; 2020 household cooking initial-capacity mix,https://psa.gov.ph/content/household-characteristics-2020-census-population-and-housing?vcode=-3,2026-07-27,Philippines government publication,,,Quality: Primary official census statistics. Published shares sum to 99.6% because of rounding and are normalized in the calculation.
SRC_PHL_V14_OSEMOSYS_DOC,OSeMOSYS,OSeMOSYS model documentation: model structure and parameters,current documentation retrieved 2026-07-27,current documentation retrieved 2026-07-27,Global,"ResidualCapacity, OperationalLife, CapacityToActivityUnit, activity bounds and user-defined constraints",model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-OSEMOSYS-DOC; Parameter semantics and stock/turnover formulation,https://osemosys.readthedocs.io/en/latest/manual/Structure%20of%20OSeMOSYS.html,2026-07-27,Documentation terms,,,Quality: Primary official model documentation. The local MUIO formulation in WebAPP/SOLVERs/model.v.5.4.txt is also checked and hashed in the manifest.
SRC_PHL_V13_EDGAR_WORKBOOK_RECORD,Philippines v15 retained evidence,Retained record of EDGAR PM2.5 calibration workbook v5,2026-07-26,2026-07-26,Philippines,PM2.5 and CO2e activity-emission ratios,model-native or publication-specific; see retained register and calculations,"evidence/stock_turnover/documentation/calibration_generation.json records workbook hash, factors, formulas, and selected values; original workbook bytes were not retained",,2026-07-27,Project file,5e85ab92b7f5bda6453ee12b1ba96e0de784e71c019cc27104ce2829cd109b9b,evidence/stock_turnover/documentation/calibration_generation.json,Quality: Project calculation workbook; official national sources preferred for activity and stock. The workbook hash is recorded so the v13 environmental calibration remains traceable.
SRC_PHL_V14_WGC_DIRECT_USE_2020,International Geothermal Association / World Geothermal Congress,Geothermal Energy Development in the Philippines: Country Update,2019 data; published for WGC 2020+1,2019 data; published for WGC 2020+1,Philippines,Installed thermal capacity and annual direct geothermal use by application,model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-WGC-DIRECT-USE-2020; System-boundary test for PHL_POW_HEAT and scale comparison with the modeled output,https://www.worldgeothermal.org/pdf/IGAstandard/WGC/2020/01018.pdf,2026-07-28,Conference publication terms,,,"Quality: Country update by Philippine geothermal practitioners using the WGC standard reporting table. Reports 1.87 MWt and 12.65 TJ/year in 2019, all bathing and swimming; no industrial process heat, district heating or agricultural drying is reported."
SRC_PHL_V14_WGC_DIRECT_USE_2005,International Geothermal Association / World Geothermal Congress,Geothermal Development in the Philippines: Country Update,2004 data; published 2005,2004 data; published 2005,Philippines,Historic direct-use installations and operating status,model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-WGC-DIRECT-USE-2005; Historical cross-check of agricultural geothermal dryers,https://www.geothermal-energy.org/pdf/IGAstandard/WGC/2005/1401.pdf,2026-07-28,Conference publication terms,,,Quality: Country update by Philippine geothermal practitioners. Documents historic crop-drying projects and reports the Manito and Palinpinon dryers decommissioned in 1997 and 1998.
SRC_PHL_V14_DOE_EBT_PRIMER_2021,Philippines Department of Energy,Philippine Energy Balance Table Primer,2021,2021,Philippines,"National energy-balance scope, commodities, transformations and final consumption",model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-DOE-EBT-PRIMER-2021; Official system-boundary cross-check for useful heat and geothermal transformation flows,https://doe.gov.ph/sites/default/files/pdf/energy_statistics/doe-ebt-primer-2021.pdf,2026-07-28,Philippines government publication,,,Quality: Primary official methodology. Used to test whether the inherited commodity represents a documented national delivered-heat balance item; it does not supply a one-for-one geothermal CHP coefficient.
SRC_PHL_V14_DOE_PES_2020,Philippines Department of Energy,2020 Philippine Energy Situationer,2020,2020,Philippines,"National energy supply, transformation and final energy consumption",model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-DOE-PES-2020; Official cross-check for a national geothermal heat or district-heating market,https://legacy.doe.gov.ph/sites/default/files/pdf/energy_statistics/doe-pes-kes-2020-rev_13June2023.pdf,2026-07-28,Philippines government publication,,,Quality: Primary official energy statistics. No evidence was identified for modeling power-sector geothermal activity as one-for-one delivered useful heat.
SRC_PHL_V14_IRENA_SEA_2018,International Renewable Energy Agency,Renewable Energy Market Analysis: Southeast Asia,2018,2018,"Southeast Asia, including the Philippines",Geothermal electricity and direct-use market status,model-native or publication-specific; see retained register and calculations,evidence/stock_turnover/legacy_tables/DATA_SOURCE_REGISTER.csv row DS-IRENA-SEA-2018; Regional cross-check of industrial and agricultural direct geothermal use,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2018/Jan/IRENA_Market_Southeast_Asia_2018.pdf,2026-07-28,IRENA publication terms,,,"Quality: Intergovernmental regional market assessment. Reports no industrial geothermal use in IEA statistics for the region and treats agricultural examples as limited cases, not a national district-heat network."
SRC_PHL_V14_PARAMETER_CHANGE_LOG,Philippines v15 retained evidence,v14 cell-level parameter change log,2026-08-05 cumulative package,2020-2053 model lineage,Philippines,"3,253 exact before/after cells with source, calculation, and assumption IDs",record,evidence/stock_turnover/legacy_tables/PARAMETER_CHANGE_LOG.csv,,2026-08-05,MUIOGO repository terms; third-party evidence retains provider terms,6f7bf10016dabc1c901b338a05a9e140f6e2492bae32f63c6dc77b7a0a62ca5a,evidence/stock_turnover/legacy_tables/PARAMETER_CHANGE_LOG.csv,Retained inside the canonical v15 package.
SRC_PHL_V14_MODEL_DATA_MAP,Philippines v15 retained evidence,v14 stock-turnover model-data map,2026-08-05 cumulative package,2020-2053 model lineage,Philippines,33 implemented source-to-model mappings,record,evidence/stock_turnover/legacy_tables/MODEL_DATA_MAP.csv,,2026-08-05,MUIOGO repository terms; third-party evidence retains provider terms,bcf6f21ba143100a8e45fb02fa2f6838b23e875244c207eb94e112174ce24e6c,evidence/stock_turnover/legacy_tables/MODEL_DATA_MAP.csv,Retained inside the canonical v15 package.
SRC_PHL_V13_FIXES_RECORD,Philippines v15 retained evidence,v13 calibration change record,2026-08-05 cumulative package,2020-2053 model lineage,Philippines,"PM2.5 and CO2e calibration scope, values, formulas, and limitations",record,evidence/stock_turnover/documentation/MODEL_FIXES_2026-07-27.md,,2026-08-05,MUIOGO repository terms; third-party evidence retains provider terms,547c705256741eaf21bd8000176648365577c28b23d7880f5d68436a3c444045,evidence/stock_turnover/documentation/MODEL_FIXES_2026-07-27.md,Retained inside the canonical v15 package.
SRC_PHL_V13_VALIDATION_RECORD,Philippines v15 retained evidence,v13 calibration validation record,2026-08-05 cumulative package,2020-2053 model lineage,Philippines,"solver status, scenarios, comparisons, and limitations",record,evidence/stock_turnover/documentation/VALIDATION_2026-07-27.md,,2026-08-05,MUIOGO repository terms; third-party evidence retains provider terms,9f6419327e3e0bc0981cc49f3a0b0597f932543fb577fdcd1167eeb2d4eabb07,evidence/stock_turnover/documentation/VALIDATION_2026-07-27.md,Retained inside the canonical v15 package.
SRC_PHL_V14_FIXES_RECORD,Philippines v15 retained evidence,v14 stock-turnover change record,2026-08-05 cumulative package,2020-2053 model lineage,Philippines,"stock initialization, turnover, adoption, and structural corrections",record,evidence/stock_turnover/documentation/MODEL_FIXES_V14_2026-07-27.md,,2026-08-05,MUIOGO repository terms; third-party evidence retains provider terms,6aef5d9d5a39737615c97c9815b06be85fdb1d6ffc9a813f67a386a7721de1e4,evidence/stock_turnover/documentation/MODEL_FIXES_V14_2026-07-27.md,Retained inside the canonical v15 package.
SRC_PHL_V14_VALIDATION_RECORD,Philippines v15 retained evidence,v14 stock-turnover validation record,2026-08-05 cumulative package,2020-2053 model lineage,Philippines,machine-readable solve and regression validation,record,evidence/stock_turnover/documentation/validation_results.json,,2026-08-05,MUIOGO repository terms; third-party evidence retains provider terms,e3a491d88b693656f75e869747c5398168d833fa09f4eaa9e357ba17b184c5e4,evidence/stock_turnover/documentation/validation_results.json,Retained inside the canonical v15 package.
SRC_PHL_V15_MODEL_ARCHIVE,Philippines v15 retained evidence,Philippines v15 portable source-model archive manifest,2026-08-05 cumulative package,2020-2053 model lineage,Philippines,"hash, size, member count, and internal root for the current v15 model archive",record,evidence/CURRENT_MODEL_ARCHIVE_MANIFEST.csv,,2026-08-05,MUIOGO repository terms; third-party evidence retains provider terms,accbfbc73a5d51925e6c9c3ec0d301a246afe3052ee4c04a12aef6fc4536a848,evidence/CURRENT_MODEL_ARCHIVE_MANIFEST.csv,Retained inside the canonical v15 package.
SRC_PHL_V15_RETAINED_EVIDENCE,Philippines v15 retained evidence,Philippines v15 retained-evidence manifest,2026-08-05 cumulative package,2020-2053 model lineage,Philippines,"path, size, role, and SHA-256 for every retained evidence file",record,evidence/RETAINED_EVIDENCE_MANIFEST.csv,,2026-08-05,MUIOGO repository terms; third-party evidence retains provider terms,d72a17f0c653fa920c103b652b0688ce0ce38513bbdacdb1fdd098ae4108d690,evidence/RETAINED_EVIDENCE_MANIFEST.csv,Retained inside the canonical v15 package.
SRC_PHL_V16_ARCHIVE,EAPD-DRB,Philippines v16 portable source-model archive manifest,v16.0.0,2020-2053,Philippines,"hash, size, member count, and internal root for the result-free migration-baseline case",record,V16_MODEL_ARCHIVE_MANIFEST.csv,https://github.com/EAPD-DRB/CLEWs-PHL/tree/main/Philippines_v16_CLEWs_build/muio,2026-08-11,Apache-2.0,698e9a55b811a784ac48160905428e1fd94cb8fcc3d301f899fea60806cd1ab2,V16_MODEL_ARCHIVE_MANIFEST.csv,Manifest refreshed to the retained archive bytes found on 2026-08-11; the archive still predates the documented live water-demand irrigated-rice and crop-yield source changes.
SRC_PSA_CBPP_2020_SCENARIO2,Philippine Statistics Authority,2020 Census-Based Population Projections,Scenario 2,2020-2055,Philippines,Projected population,thousand persons,Statistical Tables Table 7 Scenario 2,https://psa.gov.ph/sites/default/files/dhsd/Statistical%20Tables%20CBPP_0.pdf,2026-08-07,Philippine government publication,,,Five-year anchors are linearly interpolated to the model's annual 2020-2053 horizon.
SRC_PHILRICE_IRRIGATION_EFFICIENCY,Philippine Rice Research Institute,Rice farming and irrigation FAQ,current page accessed 2026-08-07,not stated,Philippines,Average share of irrigation water reaching the farm,percent,FAQ search result reporting 38 percent average delivery to farms,https://dbmp.philrice.gov.ph/FAQs/src/search.php,2026-08-07,Philippine government publication,,,Used as a simple national conveyance/application efficiency pending crop- and system-specific diversion observations.
SRC_PSA_SSAF_2022,Philippine Statistics Authority,Selected Statistics on Agriculture and Fisheries,2022,2017-2021,Philippines,irrigation service area; palay production harvested area yield and production cost by irrigation regime; exchange rate,million ha; million tonnes; t/ha; PHP/ha; PHP/kg; PHP/USD,Tables 1.5 2.5 5.1a and 5.1b; exchange-rate table,https://psa.gov.ph/system/files/main-publication/%2528ons-cleared%2529_SSAF%25202022%2520as%2520of%252030082022_ONS-signed.pdf,2026-08-07,Philippine government publication,,,Primary national evidence: 2020 irrigation service area 2.01 Mha; 2020 irrigated/rainfed palay production 14.57/4.72 Mt; harvested area 3.25/1.47 Mha; 2021 cost 12.49/13.95 PHP/kg; 2020/2021 exchange 49.62/49.25 PHP/USD.
SRC_NIA_PROJECT_CRITERIA_2019,National Irrigation Administration MIMAROPA,Project Feasibility Study Preparation Workshop,2019,current criteria reported in 2019,"MIMAROPA, Philippines",Screening capital cost for new and rehabilitated irrigation projects,PHP/ha,Project criteria: less than PHP250000/ha for new construction and PHP200000/ha for rehabilitation,https://region4b.nia.gov.ph/content/nia-mimaropa-undertakes-project-feasibility-study-preparation-workshop,2026-08-07,Philippine government publication,,,Retained as regional context; it is a feasibility ceiling rather than a national average and is superseded for the generic model input by the DA-PRDP indicative value.
SRC_DA_PRDP_IBUILD_2024,Department of Agriculture Philippine Rural Development Project,PRDP Scale-Up I-BUILD Operations Manual,2024,2024,Philippines,Indicative unit cost for an irrigation system,PHP/ha,I-BUILD economic and financial analysis guidance reports PHP300000/ha,https://prdp.da.gov.ph/wp-content/uploads/2024/04/PRDP-Scale-Up-I-BUILD-Operations-Manual.pdf,2026-08-07,Philippine government publication,,,Used as the generic national planning value for optional new irrigated-rice capacity; it is not a realized project-cost average.
SRC_JICA_MMIPII_30YEAR,Japan International Cooperation Agency,Malitubog-Maridagao Irrigation Project Phase II report,project appraisal,project evaluation horizon,Philippines,Economic life of irrigation and agriculture assets,years,Economic life stated as 30 years,https://openjicareport.jica.go.jp/pdf/12320735_02.pdf,2026-08-07,JICA publication,,,Used for the operational life of optional new irrigated-rice capacity.
SRC_FAO_STATISTICAL_YEARBOOK_2022,Food and Agriculture Organization of the United Nations,World Food and Agriculture Statistical Yearbook,2022,2015-2020,Philippines,Area equipped for irrigation,thousand ha,Country table reports Philippines 1731 in 2015 1972 in 2019 and 2006 in 2020,https://openknowledge.fao.org/3/cc2211en/cc2211en.pdf,2026-08-07,FAO publication,,,International cross-check only; the PSA/NIA national series remains primary and explains why the older approximately 1.7 Mha benchmark corresponds to 2015 rather than the 2020 model base year.
SRC_PHL_V16_IRRIGATED_RICE_MANIFEST,EAPD-DRB,Philippines v16 irrigated-rice source manifest,2026-08-07,2020-2053,Philippines,current source hashes calculations and non-forcing assertions,record,snapshots/irrigated_rice_manifest.json,,2026-08-07,MUIOGO repository terms,da244622377d92a42db1026187b00895740ec6770fdf0341f7ce94433d25cd63,snapshots/irrigated_rice_manifest.json,Current source includes the PHP300000/ha capital cost and 30-year life; this refinement has not yet been run.
SRC_PHL_V16_IRRIGATED_RICE_VALIDATION,EAPD-DRB,Philippines v16 irrigated-rice model-run record,2026-08-07,2020-2053,Philippines,solver status objective runtime irrigated/rainfed activity and disclosed mismatch,record,snapshots/irrigated_rice_validation.json,,2026-08-07,MUIOGO repository terms,829300feed6c4d7609af538f88af02b34312695d4460aa751860002b43c603e1,snapshots/irrigated_rice_validation.json,The retained result predates the subsequent irrigation cost-and-life refinement and must not be attributed to the current inputs.
SRC_PSA_OPENSTAT_AGRICULTURE_2020,Philippine Statistics Authority,OpenSTAT crop production and area PXWeb tables,API snapshot retrieved 2026-07-24,2020,Philippines,Irrigated and rainfed palay corn coconut-with-husk and fresh-sugarcane production and area,metric tonnes; hectares,snapshots/psa_openstat_agriculture_2020.json tables palay_corn_production palay_corn_area major_crops_production and major_crops_area; annual; PHILIPPINES,https://openstat.psa.gov.ph/PXWeb/api/v1/en/DB/2E/CS/0012E4EVCP0.px; https://openstat.psa.gov.ph/PXWeb/api/v1/en/DB/2E/CS/0022E4EAHC0.px; https://openstat.psa.gov.ph/PXWeb/api/v1/en/DB/2E/CS/0142E4EVCP1.px; https://openstat.psa.gov.ph/PXWeb/api/v1/en/DB/2E/CS/0152E4EAHM0.px,2026-07-24,Philippine government open-data terms,30d7ab1b45c07a1847f48e9c1eddbcba5197e0dbecc2aa9bc20a2284beba9122,snapshots/psa_openstat_agriculture_2020.json,Full-precision API values are authoritative for the selected PSA observations; the snapshot retains table metadata and query results.
SRC_PHL_V16_CROP_YIELD_INPUTS,EAPD-DRB,Philippines v16 achieved-crop-yield input register,2026-08-11,2020,Philippines,Unit-matched production area definitions crop-mode mappings and formulas,record,snapshots/crop_yields_2020.json,,2026-08-11,MUIOGO repository terms,3cc90435dc84b14e6ef05ac5c9fd763c951423542fde4634b6f76fe992b86cdb,snapshots/crop_yields_2020.json,Curates full-precision PSA and retained FAOSTAT values; explicitly distinguishes fresh cane from sugar equivalent and the CRPTOM aggregate from tomato dry matter.
SRC_PHL_V16_CROP_YIELD_MANIFEST,EAPD-DRB,Philippines v16 achieved-crop-yield candidate manifest,2026-08-11,2020-2053,Philippines,Source hashes changed parameters exact OAR values and non-forcing assertions,record,snapshots/crop_yield_calibration_manifest.json,,2026-08-11,MUIOGO repository terms,cd9551576095669f0a2361aad082e53a7ef606abca7972dd3e99044e4a31b9fb,snapshots/crop_yield_calibration_manifest.json,Generated by scripts/calibrate_philippines_v16_crop_yields.py from the frozen input register.
SRC_PHL_V16_CROP_YIELD_VALIDATION,EAPD-DRB,Philippines v16 achieved-crop-yield validation record,2026-08-11,2020-2053,Philippines,Source-diff structural solver crop-area production objective emissions and water-impact checks,record,snapshots/crop_yield_validation.json,,2026-08-11,MUIOGO repository terms,2013830b0810b59a4eb01dd4f5a2601b0e6843e23a06e6ac470e255e1aa52103,snapshots/crop_yield_validation.json,Disposable candidate passed all eleven checks and solved optimally in 245.45 seconds before promotion.
SRC_PHL_V16_CROP_YIELD_LIVE_VALIDATION,EAPD-DRB,Philippines v16 promoted achieved-crop-yield BASE validation,2026-08-11,2020-2053,Philippines,Promoted source identity live solver status objective crop areas emissions freshness and crop-water disclosure,record,snapshots/crop_yield_live_validation.json,,2026-08-11,MUIOGO repository terms,424df4910754e87b95a6b8d2ddc720e799865869e1b2b3f946e9f1558ef61993,snapshots/crop_yield_live_validation.json,Live BASE was regenerated rather than receiving copied candidate outputs; all six live checks passed.
SRC_FAO_AQUASTAT_PHL_2020_BOUNDARY,Food and Agriculture Organization of the United Nations,AQUASTAT dissemination system,current selection accessed 2026-08-11,2020,Philippines,Variable 4250 agricultural water withdrawal and variable 4260 net irrigation water requirement,10^9 m3/year,Philippines; 2020; variable 4250=67.85109005 and variable 4260=33.28; normalized selection and boundary notes retained in snapshots/aquastat_philippines_irrigation_boundary_2026-08-11.json,https://data.apps.fao.org/aquastat/,2026-08-11,FAO statistical database terms,f63485ee3a8c8ddee5936d5de7ce3a5bd42040d025477c0f58fc80fdf87366b8,snapshots/aquastat_philippines_irrigation_boundary_2026-08-11.json,Variable 4250 is broader agricultural withdrawal rather than irrigation-only withdrawal; the pair is retained as a boundary benchmark and is not installed in the model.
SRC_FAO_AQUASTAT_TABLE4_2012,Food and Agriculture Organization of the United Nations,AQUASTAT Table 4 water requirement ratio by country,November 2012,2006,Philippines,Irrigation water requirement; water requirement ratio; irrigation water withdrawal,10^9 m3/year; percent,Table 4 page 3 Philippines row: requirement=33.280; ratio=51 percent; withdrawal=65.590,https://firebasestorage.googleapis.com/v0/b/fao-aquastat.appspot.com/o/PDF%2FTABLES%2FTable4.pdf?alt=media&token=fdba62dc-ca8f-4b80-adcd-909baa2ddf87,2026-08-11,FAO publication terms,f63485ee3a8c8ddee5936d5de7ce3a5bd42040d025477c0f58fc80fdf87366b8,snapshots/aquastat_philippines_irrigation_boundary_2026-08-11.json,This is the internally comparable historical pair underlying FAO's rounded 51 percent ratio; it must not be combined with a different-year withdrawal.
